movie	rottentomatoes	title
1895	2	The Seventh Sign	The Seventh Sign (1988)
1896	2	Being There	Being There (1979)
1897	2	Close Encounters of the Third Kind	Close Encounters of the Third Kind (1977)
1898	2	Ishtar	Ishtar (1987)
1899	2	If Lucy Fell	If Lucy Fell (1996)
1900	2	Freddy's Dead - The Final Nightmare	Freddy's Dead - The Final Nightmare (1991)
1901	2	Princess Ka'iulani	Princess Ka'iulani (2009)
1902	2	Samson and Delilah	Samson and Delilah (2009)
1903	2	Dirty Harry	Dirty Harry (1971)
1904	2	Beauty and The Beast (La Belle et la b�te)	Beauty and The Beast (La Belle et la b�te) (1946)
1905	2	Death Sentence	Death Sentence (2007)
1906	2	Factory Girl	Factory Girl (2006)
1907	2	Lara Croft - Tomb Raider	Lara Croft - Tomb Raider (2001)
1908	2	Cop Out	Cop Out (2010)
1909	2	Alaska	Alaska (1996)
1910	2	Hear No Evil	See No Evil, Hear No Evil (1989)
1911	2	C.H.U.D. (Chud)	C.H.U.D. (Chud) (1984)
1912	2	This Revolution	This Revolution (2006)
1913	2	Love N' Dancing	Love N' Dancing (2009)
1914	2	The Big Shot-Caller	The Big Shot-Caller (2008)
1915	2	Santa Claus - The Movie	Santa Claus - The Movie (1985)
1916	2	Grumpier Old Men	Grumpier Old Men (1995)
1917	2	Young Einstein	Young Einstein (1988)
1918	2	Thinner	Thinner (1996)
1919	2	Manna From Heaven	Manna From Heaven (2002)
1920	2	The Scout	The Scout (1994)
1921	2	Just a Kiss	Just a Kiss (2002)
1922	2	You Again	You Again (2010)
1923	2	Chasing Liberty	Chasing Liberty (2004)
1924	2	The Stranger	The Stranger (1946)
1925	2	Pete Seeger: The Power of Song	Pete Seeger: The Power of Song (2007)
1926	2	Harlan - Im Schatten von Jud S�ss (Harlan: In the Shadow of Jew Seuss)	Harlan - Im Schatten von Jud S�ss (Harlan: In the Shadow of Jew Seuss) (2009)
1927	2	Sleepwalkers	Sleepwalkers (1992)
1928	2	Now & Forever	Now & Forever (2001)
1929	2	Jack	Jack (1996)
1930	2	Desperate Measures	Desperate Measures (1998)
1931	2	Kids in America	Kids in America (2005)
1932	2	Mercury Rising	Mercury Rising (1998)
1933	2	Crossing Over	Crossing Over (2009)
1934	2	Get Rich or Die Tryin'	Get Rich or Die Tryin' (2005)
1935	2	Valentine's Day	Valentine's Day (2010)
1936	2	The Perfect Holiday	The Perfect Holiday (2007)
1937	2	The Astronaut's Wife	The Astronaut's Wife (1999)
1938	2	The Right Stuff	The Right Stuff (1983)
1939	2	Her Alibi	Her Alibi (1989)
1940	2	Moonlight and Valentino	Moonlight and Valentino (1995)
1941	2	Ladybugs	Ladybugs (1992)
1942	2	The Young Girls of Rochefort (Les Demoiselles de Rochefort)	The Young Girls of Rochefort (Les Demoiselles de Rochefort) (1969)
1943	2	Le Notti di Cabiria (Nights of Cabiria)	Le Notti di Cabiria (Nights of Cabiria) (1957)
1944	2	Forbidden Planet	Forbidden Planet (2011)
1945	2	51 Birch Street	51 Birch Street (2006)
1946	2	The Affair of the Necklace	The Affair of the Necklace (2001)
1947	2	Underdog	Underdog (2007)
1948	2	Pokemon the First Movie - Mewtwo vs. Mew	Pokemon the First Movie - Mewtwo vs. Mew (1999)
1949	2	Back to the Future	Back to the Future (1985)
1950	2	Star Wars: Episode V - The Empire Strikes Back	Star Wars: Episode V - The Empire Strikes Back (1980)
1951	2	I Like Killing Flies	I Like Killing Flies (2003)
1952	2	Nora's Will (Cinco dias sin Nora)	Nora's Will (Cinco dias sin Nora) (2009)
1953	2	Kolja (Kolya)	Kolja (Kolya) (1996)
1954	2	Encino Man	Encino Man (1992)
1955	2	Pok�mon 4Ever	Pok�mon 4Ever (2002)
1956	2	Krippendorf's Tribe	Krippendorf's Tribe (1998)
1957	2	Fantasia	Fantasia (1940)
1958	2	Annie Hall	Annie Hall (1977)
1959	2	The Manchurian Candidate	The Manchurian Candidate (1962)
1960	2	Sense and Sensibility	Sense and Sensibility (1995)
1961	2	Airplane!	Airplane! (1980)
1962	2	The Player	The Player (1992)
1963	2	Sunset Boulevard	Sunset Boulevard (1950)
1964	2	The Devil Came on Horseback	The Devil Came on Horseback (2007)
1965	2	High School High	High School High (1996)
1966	2	L.A. Twister	L.A. Twister (2004)
1967	2	S.F.W.	S.F.W. (1994)
1968	2	Saw V	Saw V (2008)
1969	2	College Road Trip	College Road Trip (2008)
1970	2	Love Don't Cost a Thing	Love Don't Cost a Thing (2003)
1971	2	Texas Chainsaw Massacre: The Beginning	Texas Chainsaw Massacre: The Beginning (2006)
1972	2	Confessions of a Teenage Drama Queen	Confessions of a Teenage Drama Queen (2004)
1973	2	Pink Panther 2	Pink Panther 2 (2009)
1974	2	The Women	The Women (2008)
1975	2	A Nightmare on Elm Street	A Nightmare on Elm Street (2010)
1976	2	Stella Street	Stella Street (2004)
1977	2	Fire Down Below	Fire Down Below (1997)
1978	2	Slow Burn	Slow Burn (2007)
1979	2	Ivan the Terrible - Pt. 2	Ivan the Terrible - Pt. 2 (1959)
1980	2	The Americanization of Emily	The Americanization of Emily (1964)
1981	2	And Then There Were None	And Then There Were None (1945)
1982	2	Room at the Top	Room at the Top (1959)
1983	2	Cold Creek Manor	Cold Creek Manor (2003)
1984	2	Los Angeles Plays Itself	Los Angeles Plays Itself (2003)
1985	2	Jazz on a Summer's Day	Jazz on a Summer's Day (1960)
1986	2	Charulata	Charulata (1995)
1987	2	Bonded By Blood	Bonded By Blood (2010)
1988	2	Unsettled	Unsettled (2008)
1989	2	Darby O'Gill and the Little People	Darby O'Gill and the Little People (1959)
1990	2	My Life in Ruins (Driving Aphrodite)	My Life in Ruins (Driving Aphrodite) (2009)
1991	2	The Gun in Betty Lou's Handbag	The Gun in Betty Lou's Handbag (1992)
1992	2	Stealing Harvard	Stealing Harvard (2002)
1993	2	Surf Ninjas	Surf Ninjas (1993)
1994	2	Shocker	Shocker (1989)
1995	2	Revolution	Revolution (1985)
1996	2	Emerald Cowboy	Emerald Cowboy (2002)
1997	2	Crazy on the Outside	Crazy on the Outside (2010)
1998	2	1080 Bruxelles	Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles (1975)
1999	2	Bulletproof	Bulletproof (1996)
