restaurant	pickarestaurant	address
1416	2	&nbsp;1215 East Main Street	&nbsp;Grand Prairie, TX 75050
1417	2	&nbsp;300 Idlewild Road	&nbsp;Grand Prairie, TX 75051
1418	2	&nbsp;225 Idlewild Road	&nbsp;Grand Prairie, TX 75051
1419	2	&nbsp;6308 Wesley Street	&nbsp;Greenville, TX
1420	2	&nbsp;5105 Interstate Hwy 30	&nbsp;Greenville, TX
1421	2	&nbsp;4070 North Belt Line Road #100	&nbsp;Irving, TX 75038
1422	2	&nbsp;831 North Belt Line Road	&nbsp;Irving, TX 75061
1423	2	&nbsp;4001 West Airport Freeway	&nbsp;Irving, TX 75062
1424	2	&nbsp;2600 North Belt Line Road	&nbsp;Irving, TX 75062
1425	2	&nbsp;320 West Pioneer Drive	&nbsp;Irving, TX 75061
1426	2	&nbsp;2300 Valley View Lane	&nbsp;Irving, TX 75062
1427	2	&nbsp;4070 Belt Line Road	&nbsp;Irving, TX 75038
1428	2	&nbsp;2528 North Belt Line Road	&nbsp;Irving, TX 75062
1429	2	&nbsp;975 West John Carpenter Freeway	&nbsp;Irving, TX 75039
1430	2	&nbsp;1601 North Story Road	&nbsp;Irving, TX 75061
1431	2	&nbsp;2951 North Belt Line Road	&nbsp;Irving, TX 75062
1432	2	&nbsp;1711 North Belt Line Road	&nbsp;Irving, TX 75061
1433	2	&nbsp;235 East Grauwyler Road	&nbsp;Irving, TX 75061
1434	2	&nbsp;1431 Greenway Drive	&nbsp;Irving, TX 75038
1435	2	&nbsp;1105 West Shady Grove Road	&nbsp;Irving, TX 75060
1436	2	&nbsp;2520 Story Road	&nbsp;Irving, TX 75060
1437	2	&nbsp;3302 West Rochelle Road	&nbsp;Irving, TX 75062
1438	2	&nbsp;2112 Creekside Circle South	&nbsp;Irving, TX 75063
1439	2	&nbsp;5419 North Belt Line Road	&nbsp;Irving, TX 75038
1440	2	&nbsp;3405 North Belt Line Road	&nbsp;Irving, TX 75062
1441	2	&nbsp;2000 Esters Road	&nbsp;Irving, TX 75061
1442	2	&nbsp;2652 North Belt Line Road	&nbsp;Irving, TX 75062
1443	2	&nbsp;8604 North Macarthur Boulevard	&nbsp;Irving, TX 75063
1444	2	&nbsp;603 South Belt Line Road	&nbsp;Irving, TX 75060
1445	2	&nbsp;4020 North Mac Arthur Boulevard	&nbsp;Irving, TX 75038
1446	2	&nbsp;120 West Airport Freeway	&nbsp;Irving, TX 75062
1447	2	&nbsp;6221 North O Connor Boulevard	&nbsp;Irving, TX 75039
1448	2	&nbsp;3604 North Belt Line Road	&nbsp;Irving, TX 75062
1449	2	&nbsp;3631 North Belt Line Road	&nbsp;Irving, TX 75062
1450	2	&nbsp;1425 North Loop 12	&nbsp;Irving, TX 75061
1451	2	&nbsp;8600 North Macarthur Boulevard #138	&nbsp;Irving, TX 75063
1452	2	&nbsp;220 Las Colinas Boulevard East #260	&nbsp;Irving, TX 75039
1453	2	&nbsp;5904 North Macarthur Boulevard	&nbsp;Irving, TX 75039
1454	2	&nbsp;3403 West Pioneer Drive	&nbsp;Irving, TX 75061
1455	2	&nbsp;4070 North Belt Line Road	&nbsp;Irving, TX 75038
1456	2	&nbsp;5001 North Mac Arthur Boulevard	&nbsp;Irving, TX 75038
1457	2	&nbsp;525 Meadowcreek Road	&nbsp;Irving, TX 75038
1458	2	&nbsp;7601 North Macarthur Blvd.	&nbsp;Irving, TX 75063
1459	2	&nbsp;1725 North Belt Line Road	&nbsp;Irving, TX 75061
1460	2	&nbsp;1000 West Walnut Hill Lane	&nbsp;Irving, TX 75038
1461	2	&nbsp;1800 East Irving Boulevard	&nbsp;Irving, TX 75060
1462	2	&nbsp;2224 East Airport Freeway	&nbsp;Irving, TX 75062
1463	2	&nbsp;207 East 2nd Street	&nbsp;Irving, TX 75060
1464	2	&nbsp;4023 West Airport Freeway	&nbsp;Irving, TX 75062
1465	2	&nbsp;2427 West Airport Freeway	&nbsp;Irving, TX 75062
1466	2	&nbsp;3990 North Belt Line Road	&nbsp;Irving, TX 75038
1467	2	&nbsp;222 Las Colinas Boulevard West	&nbsp;Irving, TX 75039
1468	2	&nbsp;10009 North Macarthur Blvd.	&nbsp;Irving, TX 75063
1469	2	&nbsp;4600 West Airport Freeway	&nbsp;Irving, TX 75062
1470	2	&nbsp;2904 West Irving Boulevard	&nbsp;Irving, TX 75061
1471	2	&nbsp;508 North O Connor Road	&nbsp;Irving, TX 75061
1472	2	&nbsp;215 East Airport Freeway	&nbsp;Irving, TX 75062
1473	2	&nbsp;1109 Oxbow Drive #113	&nbsp;Irving, TX 75038
1474	2	&nbsp;2433 West Shady Grove Road	&nbsp;Irving, TX 75060
1475	2	&nbsp;3421 West Airport Freeway	&nbsp;Irving, TX 75062
1476	2	&nbsp;7910 North Macarthur Boulevard	&nbsp;Irving, TX 75063
1477	2	&nbsp;4030 North Mac Arthur Boulevard	&nbsp;Irving, TX 75038
1478	2	&nbsp;5330 North Macarthur Boulevard	&nbsp;Irving, TX 75038
1479	2	&nbsp;9454 Macarthur Blvd.	&nbsp;Irving, TX 75063
1480	2	&nbsp;3870 Irving Mall	&nbsp;Irving, TX 75062
1481	2	&nbsp;808 East Irving Boulevard	&nbsp;Irving, TX 75060
1482	2	&nbsp;1320 Greenway Drive	&nbsp;Irving, TX 75038
1483	2	&nbsp;2950 North Belt Line Road	&nbsp;Irving, TX 75062
1484	2	&nbsp;4825 West Royal Lane	&nbsp;Irving, TX 75063
1485	2	&nbsp;5350 North Macarthur Boulevard	&nbsp;Irving, TX 75038
1486	2	&nbsp;3854 Irving Mall	&nbsp;Irving, TX 75062
1487	2	&nbsp;2711 North Belt Line Road	&nbsp;Irving, TX 75062
1488	2	&nbsp;283 Plymouth Park	&nbsp;Irving, TX 75061
1489	2	&nbsp;3401 West Airport Freeway	&nbsp;Irving, TX 75062
1490	2	&nbsp;4545 Fuller Drive	&nbsp;Irving, TX 75038
1491	2	&nbsp;6311 N.O'Connor	&nbsp;Irving, TX 75063
1492	2	&nbsp;5910 North Macarthur Boulevard #11	&nbsp;Irving, TX 75039
1493	2	&nbsp;2605 West Airport Freeway	&nbsp;Irving, TX 75062
1494	2	&nbsp;3301 Conflans Road	&nbsp;Irving, TX 75061
1495	2	&nbsp;4650 West Airport Freeway	&nbsp;Irving, TX 75062
1496	2	&nbsp;3866 Irving Mall	&nbsp;Irving, TX 75062
1497	2	&nbsp;7717 North Macarthur Blvd., #100	&nbsp;Irving, TX 75063
1498	2	&nbsp;5330 North Macarthur Boulevard	&nbsp;Irving, TX 75038
1499	2	&nbsp;200 West Irving Boulevard	&nbsp;Irving, TX 75060
1500	2	&nbsp;2417 Irving Mall	&nbsp;Irving, TX 75062
1501	2	&nbsp;222 North Story Road #118	&nbsp;Irving, TX 75061
1502	2	&nbsp;814 West Shady Grove Road	&nbsp;Irving, TX 75060
1503	2	&nbsp;7855 Las Colinas Ridge	&nbsp;Irving, TX 75063
1504	2	&nbsp;1426 North Irving Heights Drive	&nbsp;Irving, TX 75061
1505	2	&nbsp;2912 North Belt Line Road	&nbsp;Irving, TX 75062
1506	2	&nbsp;2435 West Airport Freeway	&nbsp;Irving, TX 75062
1507	2	&nbsp;1413 South Story Road	&nbsp;Irving, TX 75060
1508	2	&nbsp;220 Las Colinas Boulevard East	&nbsp;Irving, TX 75039
1509	2	&nbsp;2716 North Macarthur Boulevard	&nbsp;Irving, TX 75062
1510	2	&nbsp;1200 Marketplace	&nbsp;Irving, TX 75063
1511	2	&nbsp;4900 West Airport Freeway	&nbsp;Irving, TX 75062
1512	2	&nbsp;233 West 6th Street	&nbsp;Irving, TX 75060
1513	2	&nbsp;1013 East Irving Boulevard	&nbsp;Irving, TX 75060
1514	2	&nbsp;2304 West Shady Grove Road	&nbsp;Irving, TX 75060
1515	2	&nbsp;857 West John Carpenter Freeway	&nbsp;Irving, TX 75039
1516	2	&nbsp;3421 Grande Bulevar	&nbsp;Irving, TX 75062
1517	2	&nbsp;109 West Shady Grove Road	&nbsp;Irving, TX 75060
1518	2	&nbsp;1400 West Pioneer Drive	&nbsp;Irving, TX 75061
1519	2	&nbsp;7750 North Macarthur Boulevard	&nbsp;Irving, TX 75063
1520	2	&nbsp;5330 North Macarthur Boulevard	&nbsp;Irving, TX 75038
1521	2	&nbsp;4155 West Northgate Drive	&nbsp;Irving, TX 75062
1522	2	&nbsp;2714 West Irving Boulevard	&nbsp;Irving, TX 75061
1523	2	&nbsp;4959 North O Connor Road	&nbsp;Irving, TX 75062
1524	2	&nbsp;7601 North Macarthur Blvd.	&nbsp;Irving, TX 75063
1525	2	&nbsp;946 West Airport Freeway	&nbsp;Irving, TX 75062
1526	2	&nbsp;2515 West Airport Freeway	&nbsp;Irving, TX 75062
1527	2	&nbsp;387 East Las Colinas	&nbsp;Irving, TX 75039
1528	2	&nbsp;2674 North Belt Line Road	&nbsp;Irving, TX 75062
1529	2	&nbsp;3733 North Belt Line Road	&nbsp;Irving, TX 75038
1530	2	&nbsp;2522 North Belt Line Road	&nbsp;Irving, TX 75062
1531	2	&nbsp;600 East John Carpenter Freeway	&nbsp;Irving, TX 75062
1532	2	&nbsp;4206 West Airport Freeway	&nbsp;Irving, TX 75062
1533	2	&nbsp;5220 North Macarthur Boulevard	&nbsp;Irving, TX 75038
1534	2	&nbsp;7700 Bent Branch Drive	&nbsp;Irving, TX 75063
1535	2	&nbsp;925 North Loop 12	&nbsp;Irving, TX 75061
1536	2	&nbsp;221 East Las Colinas Blvd.	&nbsp;Irving, TX 75039
1537	2	&nbsp;4835 North O Connor Road #106	&nbsp;Irving, TX 75062
1538	2	&nbsp;5601 North Mac Arthur Boulevard	&nbsp;Irving, TX 75038
1539	2	&nbsp;387 Las Colinas Boulevard East	&nbsp;Irving, TX 75039
1540	2	&nbsp;4202 West Airport Freeway	&nbsp;Irving, TX 75062
1541	2	&nbsp;7600 North Macarthur Boulevard	&nbsp;Irving, TX 75063
1542	2	&nbsp;3716 North Belt Line Road	&nbsp;Irving, TX 75038
1543	2	&nbsp;1913 Williams Road	&nbsp;Irving, TX 75060
1544	2	&nbsp;3401 West Airport Freeway	&nbsp;Irving, TX 75062
1545	2	&nbsp;3455 North Belt Line Road	&nbsp;Irving, TX 75062
1546	2	&nbsp;3435 North Belt Line Road	&nbsp;Irving, TX 75062
1547	2	&nbsp;1423 East Grauwyler Road	&nbsp;Irving, TX 75061
1548	2	&nbsp;7707 North Macarthur Boulevard	&nbsp;Irving, TX 75063
1549	2	&nbsp;4101 North Story Road	&nbsp;Irving, TX 75038
1550	2	&nbsp;317 West Airport Freeway	&nbsp;Irving, TX 75062
1551	2	&nbsp;1701 North Belt Line Road	&nbsp;Irving, TX 75061
1552	2	&nbsp;1800 Valley View Lane	&nbsp;Irving, TX 75061
1553	2	&nbsp;208 West Mccart	&nbsp;Krum, TX
1554	2	&nbsp;3250 West Pleasant Run Road	&nbsp;Lancaster, TX 75146
1555	2	&nbsp;1109 East Pleasant Run Road	&nbsp;Lancaster, TX 75146
1556	2	&nbsp;2222 Bear Creek Road	&nbsp;Lancaster, TX 75146
1557	2	&nbsp;202 West Pleasant Run Road	&nbsp;Lancaster, TX 75146
1558	2	&nbsp;2555 North Dallas Avenue	&nbsp;Lancaster, TX 75134
1559	2	&nbsp;161 Historic Town Square	&nbsp;Lancaster, TX 75146
1560	2	&nbsp;104 North Dallas Avenue #210	&nbsp;Lancaster, TX 75146
1561	2	&nbsp;1124 North Dallas Avenue	&nbsp;Lancaster, TX 75146
1562	2	&nbsp;1463 West Pleasant Run Road	&nbsp;Lancaster, TX 75146
1563	2	&nbsp;1002 North Dallas Avenue	&nbsp;Lancaster, TX 75146
1564	2	&nbsp;2250 FM 407	&nbsp;Lewisville, TX
1565	2	&nbsp;1003 Fox Avenue	&nbsp;Lewisville, TX 75067
1566	2	&nbsp;1010 South Edmonds Lane	&nbsp;Lewisville, TX 75067
1567	2	&nbsp;571 East Round Grove Road	&nbsp;Lewisville, TX 75067
1568	2	&nbsp;500 East Round Grove Road (Fm 3040)	&nbsp;Lewisville, TX 75067
1569	2	&nbsp;2418 South Stemmons Freeway	&nbsp;Lewisville, TX 75067
1570	2	&nbsp;1890 South I Hwy East	&nbsp;Lewisville, TX 75067
1571	2	&nbsp;721 Hebron Parkway	&nbsp;Lewisville, TX 75057
1572	2	&nbsp;1900 South Stemmons Freeway	&nbsp;Lewisville, TX 75067
1573	2	&nbsp;175 North Valley Parkway	&nbsp;Lewisville, TX 75067
1574	2	&nbsp;2418 South Stemmons Parkway	&nbsp;Lewisville, TX
1575	2	&nbsp;2602 South Stemmons Freeway	&nbsp;Lewisville, TX 75067
1576	2	&nbsp;2505 South I Hwy East	&nbsp;Lewisville, TX 75067
1577	2	&nbsp;855 West Main Street	&nbsp;Lewisville, TX 75067
1578	2	&nbsp;1100 West Main Street	&nbsp;Lewisville, TX 75067
1579	2	&nbsp;2302 South State Hwy 121 #140	&nbsp;Lewisville, TX 75067
1580	2	&nbsp;701 South Stemmons Freeway	&nbsp;Lewisville, TX 75067
1581	2	&nbsp;291 East Round Grove Road	&nbsp;Lewisville, TX 75067
1582	2	&nbsp;1960 South Stemmons Freeway	&nbsp;Lewisville, TX 75067
1583	2	&nbsp;1394 West Main Street	&nbsp;Lewisville, TX 75067
1584	2	&nbsp;383 Huffines Plaza	&nbsp;Lewisville, TX 75057
1585	2	&nbsp;1680 South State Hwy 121	&nbsp;Lewisville, TX 75067
1586	2	&nbsp;724 West Main Street Suite 360	&nbsp;Lewisville, TX 75067
1587	2	&nbsp;170 Fox Avenue	&nbsp;Lewisville, TX 75067
1588	2	&nbsp;291 East Round Grove Road	&nbsp;Lewisville, TX 75067
1589	2	&nbsp;1286 West Main Street	&nbsp;Lewisville, TX 75067
1590	2	&nbsp;1640 South Stemmons Frwy.	&nbsp;Lewisville, TX 75067
1591	2	&nbsp;801 West Main Street	&nbsp;Lewisville, TX 75067
1592	2	&nbsp;500 East FM 3040 #112	&nbsp;Lewisville, TX 75067
1593	2	&nbsp;2520 South Stemmons Freeway	&nbsp;Lewisville, TX 75067
1594	2	&nbsp;1935 South Stemmons Freeway	&nbsp;Lewisville, TX 75067
1595	2	&nbsp;697 Stemmons Freeway	&nbsp;Lewisville, TX 75067
1596	2	&nbsp;2302 South Hwy 121 Suite 106	&nbsp;Lewisville, TX 75067
1597	2	&nbsp;1104 West Main Street	&nbsp;Lewisville, TX 75067
1598	2	&nbsp;1396 West Main Street	&nbsp;Lewisville, TX 75067
1599	2	&nbsp;380 Lake Park Road	&nbsp;Lewisville, TX 75057
1600	2	&nbsp;1398 West Main Street	&nbsp;Lewisville, TX 75067
1601	2	&nbsp;2623 South Stemmons Freeway	&nbsp;Lewisville, TX 75067
1602	2	&nbsp;2997 North I Hwy	&nbsp;Lewisville, TX 75067
1603	2	&nbsp;533 State Hwy 121	&nbsp;Lewisville, TX 75057
1604	2	&nbsp;1313 South Hwy 121	&nbsp;Lewisville, TX 75067
1605	2	&nbsp;2305 South State Hwy 121	&nbsp;Lewisville, TX 75067
1606	2	&nbsp;2305 South Hwy 121 #225	&nbsp;Lewisville, TX 75067
1607	2	&nbsp;727 South Mill Street	&nbsp;Lewisville, TX 75057
1608	2	&nbsp;420 East FM 3040 #100	&nbsp;Lewisville, TX 75067
1609	2	&nbsp;190 West Main Street	&nbsp;Lewisville, TX 75057
1610	2	&nbsp;889 South Stemmons Freeway	&nbsp;Lewisville, TX 75067
1611	2	&nbsp;2488 Meadowglen Dr, Suite 203	&nbsp;Lewisville, TX 75067
1612	2	&nbsp;717 Hebron Parkway	&nbsp;Lewisville, TX 75057
1613	2	&nbsp;1201 Justin Road	&nbsp;Lewisville, TX 75067
1614	2	&nbsp;501 East Round Grove Road	&nbsp;Lewisville, TX 75067
1615	2	&nbsp;2400 South I Hwy East	&nbsp;Lewisville, TX 75067
1616	2	&nbsp;1980 South Stemmons Freeway	&nbsp;Lewisville, TX 75067
1617	2	&nbsp;Vista Ridge	&nbsp;Lewisville, TX 75067
1618	2	&nbsp;360 East Round Grove Road	&nbsp;Lewisville, TX 75067
1619	2	&nbsp;2302 South Hwy 121	&nbsp;Lewisville, TX 75067
1620	2	&nbsp;Lewisville Center	&nbsp;Lewisville, TX 75057
1621	2	&nbsp;503 Stemmons Freeway	&nbsp;Lewisville, TX 75067
1622	2	&nbsp;120 South Denton Tap Road	&nbsp;Lewisville, TX 75067
1623	2	&nbsp;1288 West Main Street #160	&nbsp;Lewisville, TX 75067
1624	2	&nbsp;1602 South Hwy 121	&nbsp;Lewisville, TX 75067
1625	2	&nbsp;101 East Corporate Drive #300	&nbsp;Lewisville, TX 75067
1626	2	&nbsp;681 Mckenzie Street	&nbsp;Lewisville, TX 75057
1627	2	&nbsp;1010 South Edmonds Lane	&nbsp;Lewisville, TX 75067
1628	2	&nbsp;2119 FM 720 Road West	&nbsp;Little Elm, TX 75068
1629	2	&nbsp;1725 East FM 720	&nbsp;Little Elm, TX 75068
1630	2	&nbsp;1st Main Street	&nbsp;Little Elm, TX 75068
1631	2	&nbsp;Highway 720	&nbsp;Little Elm, TX
1632	2	&nbsp;1020 West Hwy 720	&nbsp;Little Elm, TX 75068
1633	2	&nbsp;312 West University Drive	&nbsp;Mc Kinney, TX 75069
1634	2	&nbsp;145 South Central Expressway	&nbsp;Mc Kinney, TX 75070
1635	2	&nbsp;1799 North Graves Street	&nbsp;Mc Kinney, TX 75069
1636	2	&nbsp;1705 West University Drive	&nbsp;Mc Kinney, TX 75069
1637	2	&nbsp;143 South Central Expressway #153	&nbsp;Mc Kinney, TX 75070
1638	2	&nbsp;2005 West University Drive	&nbsp;Mc Kinney, TX 75070
1639	2	&nbsp;1432 North Central Expressway	&nbsp;Mc Kinney, TX 75070
1640	2	&nbsp;1715 West Louisiana Street	&nbsp;Mc Kinney, TX 75069
1641	2	&nbsp;1800 North Central Expressway	&nbsp;Mc Kinney, TX 75070
1642	2	&nbsp;101 North Mcdonald Street	&nbsp;Mc Kinney, TX 75069
1643	2	&nbsp;103 East Virginia Street Suite 103	&nbsp;Mc Kinney, TX 75069
1644	2	&nbsp;1717 West University Drive Suite 415	&nbsp;Mc Kinney, TX 75069
1645	2	&nbsp;1434 North Central Expressway	&nbsp;Mc Kinney, TX 75070
1646	2	&nbsp;115 East Virginia Street Frnt	&nbsp;Mc Kinney, TX 75069
1647	2	&nbsp;402 North Central Expressway	&nbsp;Mc Kinney, TX 75070
1648	2	&nbsp;4900 Eldorado Parkway	&nbsp;Mc Kinney, TX 75070
1649	2	&nbsp;1681 North Central Expressway	&nbsp;Mc Kinney, TX 75070
1650	2	&nbsp;1708 West University Drive	&nbsp;Mc Kinney, TX 75069
1651	2	&nbsp;2740 East Us Hwy 380	&nbsp;Mc Kinney, TX 75069
1652	2	&nbsp;1502 West University Drive	&nbsp;Mc Kinney, TX 75069
1653	2	&nbsp;1601 South Mcdonald Street	&nbsp;Mc Kinney, TX 75069
1654	2	&nbsp;817 South 10th Street	&nbsp;Mcallen, TX
1655	2	&nbsp;2220 Pecan Boulevard	&nbsp;Mcallen, TX
1656	2	&nbsp;3713 North 10th Street	&nbsp;Mcallen, TX
1657	2	&nbsp;3720 North 10th Street	&nbsp;Mcallen, TX
1658	2	&nbsp;4316 North 10th Street	&nbsp;Mcallen, TX
1659	2	&nbsp;1933 South 10th Street	&nbsp;Mcallen, TX
1660	2	&nbsp;1010 West Houston Avenue	&nbsp;Mcallen, TX
1661	2	&nbsp;701 North Main Street	&nbsp;Mcallen, TX
1662	2	&nbsp;2801 Craig Drive	&nbsp;Mckinney, TX 75070
1663	2	&nbsp;107 South Church	&nbsp;Mckinney, TX 75069
1664	2	&nbsp;3602 North Belt Line Road	&nbsp;Mesquite, TX 75182
1665	2	&nbsp;3906 Towne Crossing Boulevard	&nbsp;Mesquite, TX 75150
1666	2	&nbsp;1425 Gross Road Suite 100	&nbsp;Mesquite, TX 75149
1667	2	&nbsp;609 North Galloway Avenue	&nbsp;Mesquite, TX 75149
1668	2	&nbsp;4555 Gus Thomasson Road	&nbsp;Mesquite, TX 75150
1669	2	&nbsp;1433 South Belt Line Road	&nbsp;Mesquite, TX 75149
1670	2	&nbsp;1704 Military Parkway #100	&nbsp;Mesquite, TX 75149
1671	2	&nbsp;2317 Oates Drive	&nbsp;Mesquite, TX 75150
1672	2	&nbsp;302 South Galloway	&nbsp;Mesquite, TX 75149
1673	2	&nbsp;909 Tripp Road	&nbsp;Mesquite, TX 75150
1674	2	&nbsp;2063 North Town East Boulevard #3034	&nbsp;Mesquite, TX 75150
1675	2	&nbsp;1200 East Davis Street	&nbsp;Mesquite, TX 75149
1676	2	&nbsp;4701 Gus Thomason	&nbsp;Mesquite, TX 75150
1677	2	&nbsp;3700 Shepherd Lane	&nbsp;Mesquite, TX 75180
1678	2	&nbsp;3730 Towne Crossing Boulevard	&nbsp;Mesquite, TX 75150
1679	2	&nbsp;11928 Elam Road	&nbsp;Mesquite, TX 75180
1680	2	&nbsp;3903 Towne Crossing Boulevard	&nbsp;Mesquite, TX 75150
1681	2	&nbsp;704 Southwynd Street	&nbsp;Mesquite, TX 75150
1682	2	&nbsp;13105 Seagoville Road	&nbsp;Mesquite, TX 75180
1683	2	&nbsp;11937 Elam Road	&nbsp;Mesquite, TX 75180
1684	2	&nbsp;1726 Military Parkway	&nbsp;Mesquite, TX 75149
1685	2	&nbsp;1325 North Peachtree Road	&nbsp;Mesquite, TX 75149
1686	2	&nbsp;2943 North Galloway Avenue	&nbsp;Mesquite, TX 75150
1687	2	&nbsp;3101 South Belt Line Road	&nbsp;Mesquite, TX 75181
1688	2	&nbsp;3904 Towne Crossing Boulevard	&nbsp;Mesquite, TX 75150
1689	2	&nbsp;614 East Hwy 80	&nbsp;Mesquite, TX 75149
1690	2	&nbsp;12415 Lake June Road	&nbsp;Mesquite, TX 75180
1691	2	&nbsp;19035 635 Lbj Freeway	&nbsp;Mesquite, TX 75150
1692	2	&nbsp;1933 North Town East Boulevard	&nbsp;Mesquite, TX 75150
1693	2	&nbsp;1715 North Towneast Boulevard	&nbsp;Mesquite, TX 75150
1694	2	&nbsp;3700 Gus Thomasson Road	&nbsp;Mesquite, TX 75150
1695	2	&nbsp;3022 Motley Drive	&nbsp;Mesquite, TX 75150
1696	2	&nbsp;3601 East Hwy 80	&nbsp;Mesquite, TX 75150
1697	2	&nbsp;515 North Galloway Avenue	&nbsp;Mesquite, TX 75149
1698	2	&nbsp;4612 Gus Thomasson Road	&nbsp;Mesquite, TX 75150
1699	2	&nbsp;2033 Military Parkway	&nbsp;Mesquite, TX 75149
1700	2	&nbsp;2110 North Galloway Avenue	&nbsp;Mesquite, TX 75150
1701	2	&nbsp;740 Gross Road	&nbsp;Mesquite, TX 75149
1702	2	&nbsp;2411 North Galloway Avenue #110	&nbsp;Mesquite, TX 75150
1703	2	&nbsp;308 South Galloway Avenue	&nbsp;Mesquite, TX 75149
1704	2	&nbsp;904 East Davis Street	&nbsp;Mesquite, TX 75149
1705	2	&nbsp;1125 Gross Road	&nbsp;Mesquite, TX 75149
1706	2	&nbsp;1530 North Peachtree Road	&nbsp;Mesquite, TX 75149
1707	2	&nbsp;2132 Creek Royal Drive	&nbsp;Mesquite, TX 75181
1708	2	&nbsp;3600 Gus Thomasson Road	&nbsp;Mesquite, TX 75150
1709	2	&nbsp;2012 East Scyene Road	&nbsp;Mesquite, TX 75181
1710	2	&nbsp;2015 North Galloway Avenue	&nbsp;Mesquite, TX 75149
1711	2	&nbsp;229 Barnes Bridge Road	&nbsp;Mesquite, TX 75150
1712	2	&nbsp;1335 North Peachtree Road	&nbsp;Mesquite, TX 75149
1713	2	&nbsp;4000 Pioneer Road Suite 110	&nbsp;Mesquite, TX 75180
1714	2	&nbsp;1604 West Bruton Road	&nbsp;Mesquite, TX 75149
1715	2	&nbsp;3600 Gus Thomasson Road	&nbsp;Mesquite, TX 75150
1716	2	&nbsp;1730 Military Parkway	&nbsp;Mesquite, TX 75149
1717	2	&nbsp;2348 South Belt Line Road	&nbsp;Mesquite, TX 75181
1718	2	&nbsp;1530 North Peachtree Road	&nbsp;Mesquite, TX 75149
1719	2	&nbsp;3330 North Galloway	&nbsp;Mesquite, TX 75150
1720	2	&nbsp;2015 North Galloway Avenue	&nbsp;Mesquite, TX 75149
1721	2	&nbsp;N Mesquite	&nbsp;Mesquite, TX 75149
1722	2	&nbsp;1700 Rodeo Drive	&nbsp;Mesquite, TX 75149
1723	2	&nbsp;24315 635 Lbj Freeway	&nbsp;Mesquite, TX 75180
1724	2	&nbsp;1728 West Scyene Road	&nbsp;Mesquite, TX 75149
1725	2	&nbsp;1818 Rodeo Drive	&nbsp;Mesquite, TX 75149
1726	2	&nbsp;4525 Gus Thomasson Road	&nbsp;Mesquite, TX 75150
1727	2	&nbsp;3820 Towne Crossing Blvd.	&nbsp;Mesquite, TX 75150
1728	2	&nbsp;3902 Towne Crossing Boulevard	&nbsp;Mesquite, TX 75150
1729	2	&nbsp;2009 North Town East Boulevard	&nbsp;Mesquite, TX 75150
1730	2	&nbsp;1502 North Galloway Avenue	&nbsp;Mesquite, TX 75149
1731	2	&nbsp;4301 North Midland Drive	&nbsp;Midland, TX
1732	2	&nbsp;117 West Wall Street	&nbsp;Midland, TX
1733	2	&nbsp;5745 North Dallas Pkwy. #120	&nbsp;Plano, TX 75093
1734	2	&nbsp;1126 East Parker Road	&nbsp;Plano, TX 75074
1735	2	&nbsp;3309 Coit Road Suite 100	&nbsp;Plano, TX 75093
1736	2	&nbsp;620 Haggard Street #608	&nbsp;Plano, TX 75074
1737	2	&nbsp;6909 Coit Road #203	&nbsp;Plano, TX 75024
1738	2	&nbsp;1600 Preston Road	&nbsp;Plano, TX 75093
1739	2	&nbsp;1820 Coit Road	&nbsp;Plano, TX 75075
1740	2	&nbsp;1104 West Parker Road	&nbsp;Plano, TX 75075
1741	2	&nbsp;3825 West Spring Creek Pkwy.	&nbsp;Plano, TX 75023
1742	2	&nbsp;705 West Park Boulevard	&nbsp;Plano, TX 75075
1743	2	&nbsp;4975 Preston Park Boulevard	&nbsp;Plano, TX 75093
1744	2	&nbsp;3033 West Parker Road	&nbsp;Plano, TX 75023
1745	2	&nbsp;17370 Preston	&nbsp;Plano, TX 75024
1746	2	&nbsp;1509 North Central Expressway	&nbsp;Plano, TX 75075
1747	2	&nbsp;3904 Dallas Parkway	&nbsp;Plano, TX 75093
1748	2	&nbsp;1708 Shreveport Trail	&nbsp;Plano, TX 75023
1749	2	&nbsp;1801 West Parker Road	&nbsp;Plano, TX 75023
1750	2	&nbsp;3901 West 15th Street	&nbsp;Plano, TX 75075
1751	2	&nbsp;3033 West Parker Road	&nbsp;Plano, TX 75023
1752	2	&nbsp;2408 Preston Road	&nbsp;Plano, TX 75093
1753	2	&nbsp;3100 Independence Parkway	&nbsp;Plano, TX 75075
1754	2	&nbsp;2432 Preston Road	&nbsp;Plano, TX 75093
1755	2	&nbsp;811 North Central Expressway	&nbsp;Plano, TX 75075
1756	2	&nbsp;2600 Preston Road	&nbsp;Plano, TX 75093
1757	2	&nbsp;2408 Preston Road	&nbsp;Plano, TX 75093
1758	2	&nbsp;700 West Spring Creek Parkway	&nbsp;Plano, TX 75023
1759	2	&nbsp;2208 Dallas Parkway #303	&nbsp;Plano, TX 75093
1760	2	&nbsp;4001 Preston Road #502	&nbsp;Plano, TX 75093
1761	2	&nbsp;4709 West Parker Road #400	&nbsp;Plano, TX 75093
1762	2	&nbsp;5930 West Park Blvd.	&nbsp;Plano, TX 75093
1763	2	&nbsp;1805 Preston Road #C	&nbsp;Plano, TX 75093
1764	2	&nbsp;1009 East 18th Street	&nbsp;Plano, TX 75074
1765	2	&nbsp;7020 Coit Road	&nbsp;Plano, TX 75025
