auto	motortrend	engine
1179	1	Engine: 6.8L V-8 OHV and two valves per cylinder
1180	1	Engine: 6.0L W12 DOHC with variable valve timing and four valves per cylinder
1181	1	Engine: 6.0L W12 DOHC with variable valve timing and four valves per cylinder
1182	1	Engine: 4.6L V-8 DOHC with variable valve timing and four valves per cylinder
1183	1	Engine: 3.8L V 6 double overhead cam with VVT ( 10.4 :1 compression ratio ; four valves per cylinder)
1184	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.4 :1 compression ratio ; four valves per cylinder)
1185	1	Engine: 2.0L in-line 4 double overhead cam with VVT ( 9.4 :1 compression ratio ; four valves per cylinder)
1186	1	Engine: 3.8L V 6 double overhead cam with VVT ( 10.4 :1 compression ratio ; four valves per cylinder)
1187	1	Engine: 4.6L V 8 double overhead cam with VVT ( 10.4 :1 compression ratio ; four valves per cylinder)
1188	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1189	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1190	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1191	1	Engine: 3.8L V-6 DOHC with variable valve timing and four valves per cylinder
1192	1	Engine: 3.8L V-6 DOHC with variable valve timing and four valves per cylinder
1193	1	Engine: 2.4L Theta in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1194	1	Engine: 3.5L Lambda V-6 DOHC with variable valve timing and four valves per cylinder
1195	1	Engine: 3.5L Lambda V-6 DOHC with variable valve timing and four valves per cylinder
1196	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
1197	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.6 :1 compression ratio ; four valves per cylinder)
1198	1	Engine: 3.5L V 6 double overhead cam with VVT ( 10.6 :1 compression ratio ; four valves per cylinder)
1199	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 11.3 :1 compression ratio ; four valves per cylinder)
1200	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1201	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1202	1	Engine: 2.0L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1203	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1204	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1205	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
1206	1	Engine: 2.4L in-line 4 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
1207	1	Engine: 3.8L V-6 DOHC with variable valve timing and four valves per cylinder
1208	1	Engine: 3.8L V-6 DOHC with variable valve timing and four valves per cylinder
1209	1	Engine: 3.6L V-6 DOHC and four valves per cylinder
1210	1	Engine: 3.6L V 6 double overhead cam ( 10.2 :1 compression ratio ; four valves per cylinder)
1211	1	Engine: 3.6L V 6 double overhead cam ( 10.2 :1 compression ratio ; four valves per cylinder)
1212	1	Engine: 3.7L V 6 overhead cam ( 9.7 :1 compression ratio ; two valves per cylinder)
1213	1	Engine: 3.7L V 6 overhead cam ( 9.7 :1 compression ratio ; two valves per cylinder)
1214	1	Engine: 3.7L V 6 overhead cam ( 9.7 :1 compression ratio ; two valves per cylinder)
1215	1	Engine: 3.7L V 6 overhead cam ( 9.7 :1 compression ratio ; two valves per cylinder)
1216	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1217	1	Engine: 2.4L in-linefour-cylinder DOHC with variable valve timing and four valves per cylinder
1218	1	Engine: 3.8L V 6 overhead valve ( 9.6 :1 compression ratio ; two valves per cylinder)
1219	1	Engine: 3.8L V 6 overhead valve ( 9.6 :1 compression ratio ; two valves per cylinder)
1220	1	Engine: 3.8L V 6 overhead valve ( 9.6 :1 compression ratio ; two valves per cylinder)
1221	1	Engine: 3.8L V 6 overhead valve ( 9.6 :1 compression ratio ; two valves per cylinder)
1222	1	Engine: 3.8L V 6 overhead valve ( 9.6 :1 compression ratio ; two valves per cylinder)
1223	1	Engine: 3.8L V 6 overhead valve ( 9.6 :1 compression ratio ; two valves per cylinder)
1224	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
1225	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
1226	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
1227	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
1228	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
1229	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
1230	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
1231	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
1232	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
1233	1	Engine: 3.0L in-line 6 double overhead cam ( 16.5 :1 compression ratio ; four valves per cylinder)
1234	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
1235	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
1236	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
1237	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
1238	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
1239	1	Engine: 3.0L in-line6 DOHC with variable valve timing and four valves per cylinder
1240	1	Engine: 3.0L in-line6 DOHC with variable valve timing and four valves per cylinder
1241	1	Engine: 3.0L in-line6 DOHC with variable valve timing and four valves per cylinder
1242	1	Engine: 3.0L in-line6 DOHC with variable valve timing and four valves per cylinder
1243	1	Engine: 3.0L in-line6 DOHC with variable valve timing and four valves per cylinder
1244	1	Engine: 4.4L V-8 DOHC with variable valve timing and four valves per cylinder
1245	1	Engine: 4.4L V-8 DOHC with variable valve timing and four valves per cylinder
1246	1	Engine: 4.4L V-8 DOHC with variable valve timing and four valves per cylinder
1247	1	Engine: 4.4L V-8 DOHC with variable valve timing and four valves per cylinder
1248	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.7 :1 compression ratio ; four valves per cylinder)
1249	1	Engine: 3.0L in-line6 DOHC with variable valve timing and four valves per cylinder
1250	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
1251	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
1252	1	Engine: 3.0L in-line6 DOHC with variable valve timing and four valves per cylinder
1253	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
1254	1	Engine: 4.8L V 8 double overhead cam with VVT ( 10.5 :1 compression ratio ; four valves per cylinder)
1255	1	Engine: 4.4L V 8 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1256	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
1257	1	Engine: 3.0L in-line 6 double overhead cam with VVT ( 10.2 :1 compression ratio ; four valves per cylinder)
1258	1	Engine: 4.4L V 8 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1259	1	Engine: 4.4L V 8 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1260	1	Engine: 4.4L V 8 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1261	1	Engine: 4.4L V 8 double overhead cam with VVT ( 10.0 :1 compression ratio ; four valves per cylinder)
1262	1	Engine: 4.4L V-8 DOHC with variable valve timing and four valves per cylinder
1263	1	Engine: 4.4L V-8 DOHC with variable valve timing and four valves per cylinder
1264	1	Engine: 6.0L V-12 DOHC with variable valve timing and four valves per cylinder
1265	1	Engine: 4.4L V-8 DOHC with variable valve timing and four valves per cylinder
1266	1	Engine: 4.4L V-8 DOHC with variable valve timing and four valves per cylinder
