auto	autobytel	model
1367	2	2011 Chevrolet Silverado 2500HD	2011 Chevrolet Silverado 2500HD LTZ 4x4 Crew Cab Long Box
1368	2	2011 Chevrolet Silverado 2500HD	2011 Chevrolet Silverado 2500HD LTZ 4x4 Crew Cab Short Box
1369	2	2011 Chevrolet Silverado 2500HD	2011 Chevrolet Silverado 2500HD LTZ 4x4 Extended Cab Long Box
1370	2	2011 Chevrolet Silverado 2500HD	2011 Chevrolet Silverado 2500HD LTZ 4x4 Extended Cab Short Box
1371	2	2011 Chevrolet Silverado 2500HD	2011 Chevrolet Silverado 2500HD Work Truck 4x2 Crew Cab Short Box
1372	2	2011 Chevrolet Silverado 2500HD	2011 Chevrolet Silverado 2500HD Work Truck 4x2 Extended Cab Long Box
1373	2	2011 Chevrolet Silverado 2500HD	2011 Chevrolet Silverado 2500HD Work Truck 4x2 Extended Cab Short Box
1374	2	2011 Chevrolet Silverado 2500HD	2011 Chevrolet Silverado 2500HD Work Truck 4x2 Standard Cab
1375	2	2011 Chevrolet Silverado 2500HD	2011 Chevrolet Silverado 2500HD Work Truck 4x4 Crew Cab Long Box
1376	2	2011 Chevrolet Silverado 2500HD	2011 Chevrolet Silverado 2500HD Work Truck 4x4 Crew Cab Short Box
1377	2	2011 Chevrolet Silverado 2500HD	2011 Chevrolet Silverado 2500HD Work Truck 4x4 Extended Cab Long Box
1378	2	2011 Chevrolet Silverado 2500HD	2011 Chevrolet Silverado 2500HD Work Truck 4x4 Standard Cab
1379	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD LT 4x2 Crew Cab Long Box
1380	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD LT 4x2 Crew Cab Short Box
1381	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD LT 4x2 Extended Cab Short Box
1382	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD LT 4x2 Standard Cab
1383	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD LT 4x4 Extended Cab Long Box
1384	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD LT 4x4 Standard Cab
1385	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD LTZ 4x2 Crew Cab Long Box
1386	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD LTZ 4x2 Crew Cab Short Box
1387	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD LTZ 4x2 Extended Cab Long Box
1388	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD LTZ 4x4 Crew Cab Long Box
1389	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD LTZ 4x4 Crew Cab Short Box
1390	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD Work Truck 4x2 Crew Cab Long Box
1391	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD Work Truck 4x2 Extended Cab Long Box
1392	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD Work Truck 4x2 Extended Cab Short Box
1393	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD Work Truck 4x2 Standard Cab
1394	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD Work Truck 4x4 Extended Cab Short Box
1395	2	2010 Chevrolet Silverado 2500HD	2010 Chevrolet Silverado 2500HD Work Truck 4x4 Standard Cab
1396	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD LT 4x2 Crew Cab Short Box
1397	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD LT 4x4 Extended Cab Dual Rear Wheel
1398	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD LTZ 4x2 Crew Cab Long Box
1399	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD LTZ 4x2 Crew Cab Long Box DRW
1400	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD LTZ 4x2 Extended Cab
1401	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD LTZ 4x2 Extended Cab Dual Rear Wheel
1402	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD LTZ 4x4 Crew Cab Long Box DRW
1403	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD LTZ 4x4 Crew Cab Short Box
1404	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD LTZ 4x4 Extended Cab
1405	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD LTZ 4x4 Extended Cab Dual Rear Wheel
1406	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD Work Truck 4x2 Crew Cab Long Box
1407	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD Work Truck 4x2 Crew Cab Long Box DRW
1408	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD Work Truck 4x4 Crew Cab Long Box
1409	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD Work Truck 4x4 Crew Cab Long Box DRW
1410	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD Work Truck 4x4 Crew Cab Short Box
1411	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD Work Truck 4x4 Extended Cab
1412	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD Work Truck 4x4 Extended Cab Dual Rear Wheel
1413	2	2011 Chevrolet Silverado 3500HD	2011 Chevrolet Silverado 3500HD Work Truck 4x4 Standard Cab Dual Rear Wheel
1414	2	2010 Chevrolet Silverado 3500HD	2010 Chevrolet Silverado 3500HD LT 4x2 Crew Cab Dual Rear Wheel
1415	2	2010 Chevrolet Silverado 3500HD	2010 Chevrolet Silverado 3500HD LT 4x2 Extended Cab
1416	2	2010 Chevrolet Silverado 3500HD	2010 Chevrolet Silverado 3500HD LT 4x4 Crew Cab
1417	2	2010 Chevrolet Silverado 3500HD	2010 Chevrolet Silverado 3500HD LT 4x4 Standard Cab
1418	2	2010 Chevrolet Silverado 3500HD	2010 Chevrolet Silverado 3500HD LTZ 4x4 Crew Cab
1419	2	2010 Chevrolet Silverado 3500HD	2010 Chevrolet Silverado 3500HD Work Truck 4x2 Crew Cab
1420	2	2010 Chevrolet Silverado 3500HD	2010 Chevrolet Silverado 3500HD Work Truck 4x2 Crew Cab Dual Rear Wheel
1421	2	2010 Chevrolet Silverado 3500HD	2010 Chevrolet Silverado 3500HD Work Truck 4x2 Extended Cab Dual Rear Wheel
1422	2	2010 Chevrolet Silverado 3500HD	2010 Chevrolet Silverado 3500HD Work Truck 4x4 Extended Cab
1423	2	2010 Chevrolet Silverado 3500HD	2010 Chevrolet Silverado 3500HD Work Truck 4x4 Extended Cab Dual Rear Wheel
1424	2	2010 Chevrolet Silverado 3500HD	2010 Chevrolet Silverado 3500HD Work Truck 4x4 Standard Cab
1425	2	2010 Chevrolet Silverado 3500HD	2010 Chevrolet Silverado 3500HD Work Truck 4x4 Standard Cab Dual Rear Wheel
1426	2	2011 Chevrolet Suburban 1500	2011 Chevrolet Suburban 1500 LTZ 4x2
1427	2	2010 Chevrolet Suburban 1500	2010 Chevrolet Suburban 1500 LT1 4x2
1428	2	2010 Chevrolet Suburban 1500	2010 Chevrolet Suburban 1500 LTZ 4x2
1429	2	2010 Chevrolet Suburban 1500	2010 Chevrolet Suburban 1500 LTZ 4x4
1430	2	2011 Chevrolet Suburban 2500	2011 Chevrolet Suburban 2500 LS 4x2
1431	2	2011 Chevrolet Suburban 2500	2011 Chevrolet Suburban 2500 LT1 4x2
1432	2	2011 Chevrolet Tahoe	2011 Chevrolet Tahoe LT1 4x2
1433	2	2011 Chevrolet Tahoe	2011 Chevrolet Tahoe LT1 4x4
1434	2	2010 Chevrolet Tahoe	2010 Chevrolet Tahoe LS 4x2
1435	2	2010 Chevrolet Tahoe	2010 Chevrolet Tahoe LS 4x4
1436	2	2011 Chevrolet Tahoe Hybrid	2011 Chevrolet Tahoe Hybrid 4x2
1437	2	2010 Chevrolet Tahoe Hybrid	2010 Chevrolet Tahoe Hybrid 4x2
1438	2	2011 Chevrolet Traverse	2011 Chevrolet Traverse 1LT AWD
1439	2	2011 Chevrolet Traverse	2011 Chevrolet Traverse LS AWD
1440	2	2010 Chevrolet Traverse	2010 Chevrolet Traverse 2LT AWD
1441	2	2010 Chevrolet Traverse	2010 Chevrolet Traverse 2LT FWD
1442	2	2010 Chevrolet Traverse	2010 Chevrolet Traverse LS FWD
1443	2	2010 Chevrolet Traverse	2010 Chevrolet Traverse LTZ AWD
1444	2	2010 Chevrolet Traverse	2010 Chevrolet Traverse LTZ FWD
1445	2	2010 Chevrolet Traverse	2010 Chevrolet Traverse PCR Travelers Edition AWD
1446	2	2010 Chevrolet Traverse	2010 Chevrolet Traverse PCR Travelers Edition FWD
1447	2	2010 Chevrolet Traverse	2010 Chevrolet Traverse PCV Travelers Edition FWD
1448	2	2011 Chrysler 200	2011 Chrysler 200 Touring Sedan
1449	2	2010 Chrysler 300	2010 Chrysler 300 300S V6 RWD
1450	2	2010 Chrysler 300	2010 Chrysler 300 Limited AWD
1451	2	2010 Chrysler 300	2010 Chrysler 300 Touring RWD
1452	2	2011 Chrysler 300C	2011 Chrysler 300C RWD
1453	2	2010 Chrysler 300C	2010 Chrysler 300C 300S V8 RWD
1454	2	2010 Chrysler 300C	2010 Chrysler 300C Hemi RWD
1455	2	2010 Chrysler 300C	2010 Chrysler 300C SRT8 RWD
1456	2	2010 Chrysler Sebring	2010 Chrysler Sebring Limited Convertible
1457	2	2011 Chrysler Town and Country	2011 Chrysler Town and Country Touring-L
1458	2	2010 Chrysler Town and Country	2010 Chrysler Town and Country Limited
1459	2	2010 Chrysler Town and Country	2010 Chrysler Town and Country Limited
1460	2	2010 Chrysler Town and Country	2010 Chrysler Town and Country LX
1461	2	2010 Chrysler Town and Country	2010 Chrysler Town and Country Touring Plus
1462	2	2010 Dodge Avenger	2010 Dodge Avenger Express
1463	2	2010 Dodge Avenger	2010 Dodge Avenger R/T
1464	2	2011 Dodge Caliber	2011 Dodge Caliber Heat
1465	2	2011 Dodge Caliber	2011 Dodge Caliber Mainstreet
1466	2	2011 Dodge Caliber	2011 Dodge Caliber Rush
1467	2	2011 Dodge Caliber	2011 Dodge Caliber Uptown
1468	2	2010 Dodge Caliber	2010 Dodge Caliber Mainstreet
1469	2	2010 Dodge Caliber	2010 Dodge Caliber Rush
1470	2	2010 Dodge Caliber	2010 Dodge Caliber SE
1471	2	2010 Dodge Caliber	2010 Dodge Caliber SXT
1472	2	2010 Dodge Caliber	2010 Dodge Caliber Uptown
1473	2	2011 Dodge Challenger	2011 Dodge Challenger Base
1474	2	2011 Dodge Challenger	2011 Dodge Challenger R/T
1475	2	2011 Dodge Challenger	2011 Dodge Challenger SRT8
1476	2	2010 Dodge Charger	2010 Dodge Charger Base RWD
1477	2	2010 Dodge Charger	2010 Dodge Charger R/T AWD
1478	2	2010 Dodge Charger	2010 Dodge Charger R/T AWD
1479	2	2010 Dodge Charger	2010 Dodge Charger R/T RWD
1480	2	2010 Dodge Charger	2010 Dodge Charger Rallye RWD
1481	2	2010 Dodge Charger	2010 Dodge Charger SXT AWD
1482	2	2011 Dodge Dakota	2011 Dodge Dakota Bighorn/Lonestar 4x2 Crew Cab
1483	2	2011 Dodge Dakota	2011 Dodge Dakota Bighorn/Lonestar 4x2 Extended Cab
1484	2	2011 Dodge Dakota	2011 Dodge Dakota ST 4x2 Crew Cab
1485	2	2011 Dodge Dakota	2011 Dodge Dakota ST 4x4 Crew Cab
1486	2	2011 Dodge Dakota	2011 Dodge Dakota ST 4x4 Extended Cab
1487	2	2011 Dodge Dakota	2011 Dodge Dakota TRX 4x4 Crew Cab
1488	2	2010 Dodge Dakota	2010 Dodge Dakota Bighorn/Lonestar 4x2 Crew Cab
1489	2	2010 Dodge Dakota	2010 Dodge Dakota Bighorn/Lonestar 4x2 Extended Cab
1490	2	2010 Dodge Dakota	2010 Dodge Dakota Laramie 4x4 Crew Cab
1491	2	2010 Dodge Dakota	2010 Dodge Dakota ST 4x2 Crew Cab
1492	2	2010 Dodge Dakota	2010 Dodge Dakota ST 4x4 Crew Cab
1493	2	2010 Dodge Dakota	2010 Dodge Dakota ST 4x4 Extended Cab
1494	2	2010 Dodge Dakota	2010 Dodge Dakota TRX 4x4 Crew Cab
1495	2	2011 Dodge Grand Caravan	2011 Dodge Grand Caravan R/T Passenger
1496	2	2010 Dodge Grand Caravan	2010 Dodge Grand Caravan Hero
1497	2	2010 Dodge Grand Caravan	2010 Dodge Grand Caravan SXT Passenger
1498	2	2010 Dodge Journey	2010 Dodge Journey R/T AWD
1499	2	2010 Dodge Journey	2010 Dodge Journey SXT AWD
1500	2	2011 Dodge Nitro	2011 Dodge Nitro Detonator 4x2
1501	2	2011 Dodge Nitro	2011 Dodge Nitro Detonator 4x4
1502	2	2011 Dodge Nitro	2011 Dodge Nitro Shock 4x2
1503	2	2011 Dodge Nitro	2011 Dodge Nitro Shock 4x4
1504	2	2010 Dodge Nitro	2010 Dodge Nitro Detonator 4x2
1505	2	2010 Dodge Nitro	2010 Dodge Nitro SE 4x4
1506	2	2010 Dodge Nitro	2010 Dodge Nitro Shock 4x2
1507	2	2010 Dodge Nitro	2010 Dodge Nitro Shock 4x4
1508	2	2010 Dodge Nitro	2010 Dodge Nitro SXT 4x2
1509	2	2010 Dodge Nitro	2010 Dodge Nitro SXT 4x4
1510	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 Laramie 4x2 Quad Cab
1511	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 Laramie 4x4 Crew Cab
1512	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 Laramie 4x4 Quad Cab
1513	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 R/T 4x2 Regular Cab 6.5' Box
1514	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 SLT 4x2 Crew Cab
1515	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 SLT 4x2 Quad Cab
1516	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 SLT 4x2 Regular Cab 6.5' Box
1517	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 SLT 4x2 Regular Cab 8' Box
1518	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 SLT 4x4 Crew Cab
1519	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 SLT 4x4 Quad Cab
1520	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 SLT 4x4 Regular Cab 6.5' Box
1521	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 Sport 4x2 Crew Cab
1522	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 Sport 4x2 Quad Cab
1523	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 Sport 4x4 Crew Cab
1524	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 Sport 4x4 Quad Cab
1525	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 ST 4x2 Crew Cab
1526	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 ST 4x2 Quad Cab
1527	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 ST 4x2 Regular Cab 6.5' Box
1528	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 ST 4x2 Regular Cab 8' Box
1529	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 ST 4x4 Crew Cab
1530	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 ST 4x4 Quad Cab
1531	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 ST 4x4 Regular Cab 6.5' Box
1532	2	2011 Dodge Ram 1500	2011 Dodge Ram 1500 ST 4x4 Regular Cab 8' Box
1533	2	2010 Dodge Ram 1500	2010 Dodge Ram 1500 Laramie 4x2 Quad Cab
1534	2	2010 Dodge Ram 1500	2010 Dodge Ram 1500 Laramie 4x4 Quad Cab
1535	2	2010 Dodge Ram 1500	2010 Dodge Ram 1500 SLT/Sport/TRX 4x4 Crew Cab
1536	2	2010 Dodge Ram 1500	2010 Dodge Ram 1500 SLT/Sport/TRX 4x4 Regular Cab 6.5' Box
1537	2	2010 Dodge Ram 1500	2010 Dodge Ram 1500 SLT/TRX 4x2 Regular Cab 8' Box
1538	2	2010 Dodge Ram 1500	2010 Dodge Ram 1500 SLT/TRX 4x4 Regular Cab 8' Box
1539	2	2010 Dodge Ram 1500	2010 Dodge Ram 1500 ST 4x2 Crew Cab
1540	2	2010 Dodge Ram 1500	2010 Dodge Ram 1500 ST 4x2 Quad Cab
1541	2	2010 Dodge Ram 1500	2010 Dodge Ram 1500 ST 4x2 Regular Cab 6.5' Box
1542	2	2010 Dodge Ram 1500	2010 Dodge Ram 1500 ST 4x2 Regular Cab 8' Box
1543	2	2010 Dodge Ram 1500	2010 Dodge Ram 1500 ST 4x4 Quad Cab
1544	2	2010 Dodge Ram 1500	2010 Dodge Ram 1500 ST 4x4 Regular Cab 8' Box
1545	2	2011 Dodge Ram 2500	2011 Dodge Ram 2500 SLT 4x2 Crew Cab Short Box
1546	2	2011 Dodge Ram 2500	2011 Dodge Ram 2500 ST 4x2 Regular Cab HD
1547	2	2011 Dodge Ram 2500	2011 Dodge Ram 2500 ST 4x4 Crew Cab Long Box
1548	2	2011 Dodge Ram 2500	2011 Dodge Ram 2500 ST 4x4 Regular Cab HD
1549	2	2010 Dodge Ram 2500	2010 Dodge Ram 2500 SLT 4x2 Crew Cab Long Box
1550	2	2010 Dodge Ram 2500	2010 Dodge Ram 2500 SLT 4x2 Regular Cab
1551	2	2010 Dodge Ram 2500	2010 Dodge Ram 2500 SLT 4x4 Crew Cab Long Box
1552	2	2010 Dodge Ram 2500	2010 Dodge Ram 2500 SLT 4x4 Crew Cab Short Box
1553	2	2010 Dodge Ram 2500	2010 Dodge Ram 2500 SLT 4x4 Regular Cab
1554	2	2010 Dodge Ram 2500	2010 Dodge Ram 2500 ST 4x2 Regular Cab
1555	2	2010 Dodge Ram 2500	2010 Dodge Ram 2500 ST 4x4 Crew Cab Long Box
1556	2	2010 Dodge Ram 2500	2010 Dodge Ram 2500 ST 4x4 Crew Cab Short Box
1557	2	2010 Dodge Ram 2500	2010 Dodge Ram 2500 ST 4x4 Regular Cab
1558	2	2011 Dodge Ram 3500	2011 Dodge Ram 3500 SLT 4x2 Crew Cab Short Box
1559	2	2011 Dodge Ram 3500	2011 Dodge Ram 3500 SLT 4x4 Crew Cab Long Box DRW
1560	2	2011 Dodge Ram 3500	2011 Dodge Ram 3500 SLT 4x4 Crew Cab Short Box
1561	2	2011 Dodge Ram 3500	2011 Dodge Ram 3500 ST 4x2 Crew Cab Long Box DRW
1562	2	2011 Dodge Ram 3500	2011 Dodge Ram 3500 ST 4x2 Crew Cab Short Box
1563	2	2011 Dodge Ram 3500	2011 Dodge Ram 3500 ST 4x4 Crew Cab Long Box DRW
1564	2	2011 Dodge Ram 3500	2011 Dodge Ram 3500 ST 4x4 Crew Cab Short Box
1565	2	2010 Dodge Ram 3500	2010 Dodge Ram 3500 ST 4x2 Crew Cab Long Box DRW
1566	2	2010 Dodge Viper	2010 Dodge Viper Coupe
1567	2	2011 Acura MDX	2011 Acura MDX Base
1568	2	2011 Acura MDX	2011 Acura MDX Advance Package
1569	2	2011 Acura MDX	2011 Acura MDX Technology Package
1570	2	2010 Acura MDX	2010 Acura MDX Advance Pkg w/Entertainment Pkg
1571	2	2010 Acura MDX	2010 Acura MDX Technology Package
1572	2	2010 Acura MDX	2010 Acura MDX Technology Pkg w/Entertainment Pkg
1573	2	2011 Acura RDX	2011 Acura RDX AWD
1574	2	2011 Acura RDX	2011 Acura RDX FWD
1575	2	2010 Acura RDX	2010 Acura RDX AWD
1576	2	2010 Acura RDX	2010 Acura RDX FWD
1577	2	2010 Acura RDX	2010 Acura RDX w/Technology Package AWD
1578	2	2010 Acura RL	2010 Acura RL Base
1579	2	2010 Acura RL	2010 Acura RL Hawaii Only
1580	2	2011 Acura TL	2011 Acura TL (A5) AWD
1581	2	2011 Acura TL	2011 Acura TL w/Technology Package (M6) AWD
1582	2	2011 Acura TL	2011 Acura TL w/Technology Package/HPT (A5) AWD
1583	2	2011 Acura TL	2011 Acura TL w/Technology Package/HPT (M6) AWD
1584	2	2010 Acura TL	2010 Acura TL w/Technology Package (A5) AWD
1585	2	2010 Acura TL	2010 Acura TL w/Technology Package FWD
1586	2	2010 Acura TL	2010 Acura TL w/Technology Package HPT (M6) AWD
1587	2	2010 Acura TL	2010 Acura TL w/Technology Package/18" Wheels FWD
1588	2	2011 Acura TSX	2011 Acura TSX 2.4 w/Technology Package (A5)
1589	2	2011 Acura TSX	2011 Acura TSX 3.5 w/Technology Package (A5)
1590	2	2010 Acura TSX	2010 Acura TSX 2.4 w/Technology Pkg (A5)
1591	2	2010 Acura TSX	2010 Acura TSX 2.4 w/Technology Pkg (M6)
1592	2	2010 Acura TSX	2010 Acura TSX 3.5 (A5)
1593	2	2010 Acura TSX	2010 Acura TSX 3.5 w/Technology Pkg (A5)
1594	2	2010 Acura ZDX	2010 Acura ZDX Base
1595	2	2010 Acura ZDX	2010 Acura ZDX w/Advance Package
1596	2	2011 Aston Martin DB9	2011 Aston Martin DB9 Coupe
1597	2	2010 Aston Martin DB9	2010 Aston Martin DB9 Convertible
1598	2	2010 Aston Martin DB9	2010 Aston Martin DB9 Coupe
1599	2	2011 Aston Martin DBS	2011 Aston Martin DBS Base Coupe
1600	2	2011 Aston Martin DBS	2011 Aston Martin DBS Convertible
1601	2	2011 Aston Martin Rapide	2011 Aston Martin Rapide Base
1602	2	2011 Aston Martin V12 Vantage	2011 Aston Martin V12 Vantage Base
1603	2	2010 Aston Martin V8 Vantage	2010 Aston Martin V8 Vantage Coupe
1604	2	2010 Ferrari 599 GTB Fiorano	2010 Ferrari 599 GTB Fiorano Base
1605	2	2010 Ferrari 599 GTB Fiorano	2010 Ferrari 599 GTB Fiorano F1A
1606	2	2009 Ferrari 599 GTB Fiorano	2009 Ferrari 599 GTB Fiorano F1A
1607	2	2011 Ford E-150	2011 Ford E-150 Commercial Cargo
1608	2	2011 Ford E-150	2011 Ford E-150 Extended Cargo HD
1609	2	2010 Ford E-150	2010 Ford E-150 Commercial Cargo
1610	2	2011 Ford E-250	2011 Ford E-250 Commercial Cargo
1611	2	2011 Ford E-250	2011 Ford E-250 Commercial Extended Cargo
1612	2	2011 Ford E-350 Super Duty	2011 Ford E-350 Super Duty Commercial Cargo
1613	2	2011 Ford E-350 Super Duty	2011 Ford E-350 Super Duty Recreational Cargo
1614	2	2011 Ford E-350 Super Duty	2011 Ford E-350 Super Duty XL Passenger
1615	2	2011 Ford E-350 Super Duty	2011 Ford E-350 Super Duty XL Passenger
1616	2	2011 Ford E-350 Super Duty	2011 Ford E-350 Super Duty XLT Passenger
1617	2	2011 Ford E-350 Super Duty	2011 Ford E-350 Super Duty XLT Passenger
1618	2	2010 Ford E-350 Super Duty	2010 Ford E-350 Super Duty Commercial Cargo
1619	2	2010 Ford E-350 Super Duty	2010 Ford E-350 Super Duty Recreational Cargo
1620	2	2011 Ford Edge	2011 Ford Edge Limited FWD
1621	2	2011 Ford Edge	2011 Ford Edge SEL AWD
1622	2	2011 Ford Edge	2011 Ford Edge SEL FWD
1623	2	2011 Ford Edge	2011 Ford Edge Sport AWD
1624	2	2011 Ford Edge	2011 Ford Edge Sport FWD
1625	2	2010 Ford Edge	2010 Ford Edge SE FWD
1626	2	2010 Ford Edge	2010 Ford Edge SEL AWD
1627	2	2010 Ford Edge	2010 Ford Edge Sport FWD
1628	2	2011 Ford Escape	2011 Ford Escape Limited FWD 2.5L
1629	2	2011 Ford Escape	2011 Ford Escape XLS FWD
1630	2	2011 Ford Escape	2011 Ford Escape XLT 4x4
1631	2	2010 Ford Escape	2010 Ford Escape Limited 4x4 3.0L
1632	2	2010 Ford Escape	2010 Ford Escape XLS 4x4
1633	2	2010 Ford Escape	2010 Ford Escape XLT FWD
1634	2	2011 Ford Escape Hybrid	2011 Ford Escape Hybrid Base FWD
1635	2	2011 Ford Escape Hybrid	2011 Ford Escape Hybrid Limited FWD
1636	2	2010 Ford Escape Hybrid	2010 Ford Escape Hybrid Base FWD
1637	2	2010 Ford Escape Hybrid	2010 Ford Escape Hybrid Limited 4x4
1638	2	2011 Ford Expedition	2011 Ford Expedition King Ranch 4x2
1639	2	2011 Ford Expedition	2011 Ford Expedition Limited 4x4
1640	2	2011 Ford Expedition	2011 Ford Expedition XL 4x2
1641	2	2011 Ford Expedition	2011 Ford Expedition XL 4x4
1642	2	2011 Ford Expedition	2011 Ford Expedition XLT 4x4
1643	2	2010 Ford Expedition	2010 Ford Expedition King Ranch 4x4
1644	2	2010 Ford Expedition	2010 Ford Expedition XLT 4x2
1645	2	2010 Ford Expedition	2010 Ford Expedition XLT 4x4
1646	2	2011 Ford Expedition EL	2011 Ford Expedition EL King Ranch 4x2
1647	2	2011 Ford Expedition EL	2011 Ford Expedition EL King Ranch 4x4
1648	2	2011 Ford Expedition EL	2011 Ford Expedition EL XL 4x2
1649	2	2011 Ford Expedition EL	2011 Ford Expedition EL XL 4x4
1650	2	2011 Ford Expedition EL	2011 Ford Expedition EL XLT 4x2
1651	2	2010 Ford Expedition EL	2010 Ford Expedition EL Eddie Bauer 4x4
1652	2	2010 Ford Expedition EL	2010 Ford Expedition EL King Ranch 4x4
1653	2	2010 Ford Expedition EL	2010 Ford Expedition EL Limited 4x2
1654	2	2010 Ford Expedition EL	2010 Ford Expedition EL Limited 4x4
1655	2	2010 Ford Expedition EL	2010 Ford Expedition EL XLT 4x4
1656	2	2011 Ford Explorer	2011 Ford Explorer Base FWD
1657	2	2011 Ford Explorer	2011 Ford Explorer Limited 4x4
1658	2	2011 Ford Explorer	2011 Ford Explorer XLT 4x4
1659	2	2011 Ford Explorer	2011 Ford Explorer XLT FWD
1660	2	2010 Ford Explorer	2010 Ford Explorer Limited 4x4
1661	2	2010 Ford Explorer	2010 Ford Explorer Limited AWD
1662	2	2010 Ford Explorer	2010 Ford Explorer XLT 4x4
1663	2	2010 Ford Explorer	2010 Ford Explorer XLT AWD
1664	2	2010 Ford Explorer Sport Trac	2010 Ford Explorer Sport Trac Limited 4x2
1665	2	2010 Ford Explorer Sport Trac	2010 Ford Explorer Sport Trac Limited 4x4 4.6L
1666	2	2011 Ford F-150	2011 Ford F-150 XLT 4x2 Regular Cab 6.5' Box
1667	2	2011 Ford F-150	2011 Ford F-150 XLT 4x2 Regular Cab 8' Box
1668	2	2011 Ford F-150	2011 Ford F-150 XLT 4x2 SuperCrew 5.5' Box
1669	2	2011 Ford F-150	2011 Ford F-150 XLT 4x4 Regular Cab 6.5' Box
1670	2	2011 Ford F-150	2011 Ford F-150 XLT 4x4 SuperCrew 6.5' Box
1671	2	2010 Ford F-150	2010 Ford F-150 FX4 4x4 Super Cab 6.5' Box
1672	2	2010 Ford F-150	2010 Ford F-150 FX4 4x4 SuperCrew 5.5' Box
1673	2	2010 Ford F-150	2010 Ford F-150 Lariat 4x2 Super Cab 6.5' Box
1674	2	2010 Ford F-150	2010 Ford F-150 Lariat 4x4 SuperCrew 5.5' Box
1675	2	2010 Ford F-150	2010 Ford F-150 Lariat 4x4 SuperCrew 6.5' Box
1676	2	2010 Ford F-150	2010 Ford F-150 STX 4x2 Regular Cab 6.5' Box
1677	2	2010 Ford F-150	2010 Ford F-150 STX 4x4 Super Cab 6.5' Box
